833758612558_1846.png,441965561693_1725.png
0,1
128623730724_1529.png,723791120719_2022.png
0,1
545395986954_242.png,119743082698_153.png
0,1
107151973489_83.png,884743150152_2305.png
0,1
428865883429_489.png,253890261988_3427.png
1,0
325793007955_132.png,222887373246_1589.png
1,1
132886812475_146.png,764489767837_201.png
1,1
162875382360_90.png,655543461310_38.png
1,0
219534533515_62.png,899610610820_157.png
0,0
837973529377_138.png,641085547987_3152.png
0,1
803149820797_1556.png,531928112209_1270.png
1,1
115425085231_196.png,428865883429_494.png
0,0
496228332534_163.png,778790172204_5.png
0,1
588580090970_131.png,997728887035_2361.png
0,1
623894832825_1301.png,554262680369_3419.png
0,0
416398374605_480.png,731199455561_132.png
1,1
764489767837_208.png,495459131965_6.png
0,1
626198075944_5.png,770190729912_99.png
1,0
922561829745_2182.png,495459131965_1.png
1,0
486604494242_147.png,873329015665_168.png
0,0
667615805298_3158.png,575805779337_5.png
0,0
520940938051_2564.png,410781938578_2008.png
0,1
947593419073_1427.png,980979740184_2778.png
1,0
339935510253_11.png,309920533181_574.png
0,0
840899031174_27.png,721681836521_997.png
0,1
916468031746_171.png,813080010115_57.png
1,0
325293454056_1067.png,372488616104_809.png
1,0
943296207469_3456.png,716333500284_411.png
0,1
247131441678_2521.png,205632569213_424.png
0,0
772464628825_105.png,20814858_144.png
0,1
608224480528_2682.png,541648992826_858.png
0,1
849824659009_2281.png,973957719726_3458.png
0,1
508947641279_1112.png,764136673032_2614.png
0,0
119743082698_152.png,815039630398_1909.png
0,0
330311999274_109.png,309028234302_1998.png
1,0
976302395012_1220.png,962808621024_163.png
1,0
20792677_1.png,787922742527_2206.png
0,1
171345000283_46.png,603885612121_3350.png
1,0
339935510253_8.png,232421979890_252.png
0,1
776923166924_81.png,643145055832_2467.png
1,1
842029718092_126.png,197214707867_87.png
1,0
844172586900_1633.png,973135147805_75.png
1,1
612071010178_35.png,230198735753_2792.png
1,0
703448081492_566.png,756193734104_2686.png
1,0
595990462615_2953.png,396095248326_98.png
0,1
144888865820_2700.png,813080010115_59.png
1,0
584760146203_1768.png,976302395012_1219.png
0,0
172929691322_46.png,815810864837_2264.png
0,0
292440917698_132.png,569604171620_2782.png
1,1
116401633974_734.png,761729783486_348.png
1,0
696398504687_3239.png,434106695352_177.png
0,1
207618357799_2114.png,110127687078_59.png
1,1
638114318716_22.png,151995884228_600.png
1,1
431624046811_1404.png,534759935339_1089.png
1,1
224232821293_931.png,898658265661_2274.png
1,0
712686951534_40.png,110127687078_63.png
0,1
146120362309_2235.png,295422982256_162.png
1,0
737196597222_24.png,110127687078_77.png
0,0
455429862814_136.png,647941843547_12.png
0,1
614544094129_70.png,183382284445_805.png
0,1
524493080166_50.png,280176852758_2675.png
0,0
710321393154_1566.png,616465023965_526.png
0,1
816683005238_37.png,261193544340_17.png
1,1
397712229390_2218.png,739851758746_85.png
1,1
760777201120_2441.png,261193544340_25.png
0,0
142868313709_175.png,894411925086_3055.png
0,0
866555907562_126.png,686140780341_2944.png
1,0
400962117135_3079.png,396095248326_102.png
0,0
890792899153_1206.png,390141130975_208.png
1,0
716333500284_413.png,400374571272_3376.png
1,1
722332376999_1185.png,107151973489_84.png
1,0
813232606438_1145.png,995598853017_192.png
0,0
834628108050_2141.png,806441778992_8.png
0,0
711408085137_153.png,772464628825_101.png
1,1
755796555935_1227.png,184431801849_1965.png
0,1
195698885061_535.png,851076606084_111.png
0,0
235543228049_2081.png,731295040273_63.png
1,0
447100595252_2088.png,755668652280_1569.png
1,1
609433833704_1641.png,806441778992_6.png
0,0
865215561161_134.png,613321508442_39.png
0,0
715052598761_19.png,760777201120_2435.png
1,0
772464628825_116.png,899610610820_155.png
1,0
539328577283_167.png,8716792_43.png
1,1
570703933924_84.png,415342646631_1235.png
0,0
126758012485_1764.png,772464628825_110.png
0,0
988222288102_2995.png,534216578451_33.png
0,1
363535100000_81.png,876372164601_117.png
1,0
685505912346_3348.png,197214707867_86.png
1,0
615529777889_123.png,422051845654_891.png
0,0
341879820152_1330.png,324850484710_1932.png
0,1
760790085782_3196.png,789344920194_1921.png
1,1
851417396256_3291.png,840899031174_19.png
0,0
427086310202_84.png,512037194947_3107.png
1,1
178359790931_20.png,822048366378_172.png
1,1
811644526596_2251.png,20780106_73.png
1,0
512330606828_1607.png,575805779337_15.png
0,1
491133780215_1054.png,141529117306_14.png
1,0
401373802702_2120.png,482354245605_2227.png
0,1
558653260090_181.png,700764525013_98.png
0,1
965568090725_3130.png,649820244443_1448.png
0,0
355022318208_115.png,741989903094_101.png
0,1
422632851956_3182.png,230827303909_554.png
1,1
965568090725_3124.png,162978996935_514.png
0,1
641085547987_3142.png,473071149707_161.png
1,1
967846931189_3068.png,520940938051_2566.png
1,0
560295427936_211.png,795356671931_209.png
1,0
601060412790_2802.png,500196950894_94.png
0,0
396750726164_10.png,286185392131_1781.png
1,1
801932343042_1491.png,261193544340_12.png
1,0
840899031174_11.png,840899031174_23.png
0,0
480618280488_545.png,424579269065_2355.png
0,1
654053090992_3451.png,510830284257_9.png
1,1
969895866102_3241.png,710898793562_2391.png
0,1
796282255349_382.png,422632851956_3181.png
0,1
262734152854_150.png,582917569562_124.png
1,1
482469995080_428.png,771869260131_53.png
0,1
400374571272_3377.png,203648378218_1.png
0,1
309028234302_2004.png,723086816198_135.png
0,0
350515010423_1707.png,438835954262_3043.png
0,1
764489767837_218.png,217470916442_1738.png
1,0
517415344776_116.png,633102251870_3040.png
0,0
187787113403_25.png,134857633495_112.png
0,1
582417532446_91.png,498896526661_2889.png
0,0
777328818359_37.png,762364345542_646.png
1,1
711408085137_9.png,760777201120_2431.png
1,1
837265040191_2422.png,840899031174_43.png
1,0
811644526596_2253.png,580079693440_15.png
0,1
634265300478_1822.png,545395986954_22.png
1,0
170064571500_973.png,131095488658_143.png
1,0
912157481181_116.png,649290484260_221.png
1,1
110357527251_48.png,114063065323_140.png
1,0
958933765988_148.png,410781938578_2013.png
0,1
867349054391_605.png,629368441219_25.png
0,1
685905945391_105.png,227305977443_3001.png
1,1
632176330243_26.png,655596152469_3164.png
0,0
750161553572_119.png,575843704935_65.png
1,1
939100495686_50.png,822920534021_138.png
1,1
762364345542_640.png,623894832825_1299.png
1,1
609433833704_1637.png,758926300410_1575.png
0,1
266529855899_917.png,884208212467_3115.png
0,1
568354121369_12.png,495723171561_2335.png
1,1
835797154329_33.png,344187221533_336.png
0,1
737333136333_1805.png,903704239401_33.png
0,1
623894832825_1302.png,162875382360_88.png
1,1
341879820152_1337.png,427235514788_1258.png
1,1
502448504490_3032.png,597207371659_106.png
1,1
769934621273_674.png,404591624638_249.png
1,0
980979740184_3402.png,560902908899_54.png
1,0
540103354752_43.png,266651287467_50.png
0,0
532817958124_2494.png,347254343131_28.png
1,0
773442056830_14.png,215048633531_3047.png
0,1
714251933365_284.png,198039659829_1536.png
1,1
915197523364_3.png,878817751717_2399.png
1,1
717677480240_46.png,183382284445_802.png
0,0
570251628395_141.png,848409680140_83.png
0,1
688324326945_24.png,519560207220_10.png
1,0
992475168657_1564.png,151423702393_10.png
1,1
534653494805_7.png,843802609684_75.png
1,0
992475168657_1565.png,544301488486_11.png
1,0
864227697268_880.png,769934621273_675.png
1,1
709126837809_795.png,400374571272_3363.png
1,0
161363900123_66.png,993023278923_67.png
0,1
309028234302_2003.png,156730228020_2451.png
0,0
817481477091_18.png,685505912346_3346.png
0,0
271440321083_3302.png,110127687078_76.png
1,1
518447889244_15.png,428865883429_503.png
0,0
412034110708_2821.png,219534533515_64.png
1,0
917686824203_2052.png,462773174622_1602.png
1,0
554448876390_105.png,664039527911_3331.png
0,0
911622016693_2481.png,858235946428_2695.png
1,1
400962117135_3082.png,20888686_90.png
1,0
801206468531_3103.png,291914989721_704.png
1,1
802193197096_1666.png,769087847025_79.png
1,0
731512182701_120.png,813232606438_1147.png
1,0
941709983799_202.png,575714258591_71.png
0,0
598642801114_2111.png,427235514788_1251.png
0,1
699718011265_108.png,298625370592_1948.png
0,0
731512182701_121.png,663772022816_11.png
0,1
153634456656_113.png,401373802702_2125.png
1,1
703833281083_1598.png,944532912472_342.png
1,1
184021114566_43.png,954618460788_840.png
0,0
379555453762_62.png,102550517231_118.png
0,0
496228332534_164.png,451064997515_246.png
0,0
954618460788_834.png,519560207220_2.png
1,0
208384063534_121.png,675726593518_38.png
1,0
798661327871_302.png,683738917842_177.png
1,1
301001229493_1282.png,426881446006_0.png
1,0
152760066552_1979.png,572780943183_3.png
1,0
641085547987_3150.png,709126837809_791.png
1,1
865245750682_24.png,116406618692_139.png
1,1
811423234707_1123.png,341699893375_939.png
1,0
833657157161_1060.png,850760668257_141.png
1,1
313330933538_0.png,20888686_106.png
1,1
608224480528_2684.png,181171210413_146.png
1,0
635845865944_1231.png,571977142117_635.png
1,0
493027181785_2226.png,480998180201_271.png
1,1
704620807007_717.png,922561829745_2177.png
1,1
840899031174_8.png,703470222290_2639.png
0,1
640522012504_1.png,442056477685_0.png
0,1
477141480369_150.png,802193197096_1664.png
0,1
549301457730_0.png,636039780441_2038.png
0,1
714251933365_282.png,744225940112_1130.png
1,1
915197523364_4.png,626818028761_1723.png
1,0
360540058580_8.png,608362890899_2884.png
0,0
545138167149_2503.png,540103354752_45.png
1,0
678984698881_1489.png,639114485567_3264.png
1,0
195698885061_539.png,772464628825_112.png
0,0
878817751717_2396.png,339935510253_7.png
1,0
421782183057_44.png,221645334418_163.png
1,1
553544565405_231.png,777701977765_590.png
0,0
675726593518_37.png,761729783486_349.png
0,1
422632851956_3185.png,993023278923_52.png
0,1
965568090725_3121.png,266529855899_919.png
0,1
396095248326_94.png,840899031174_0.png
1,0
344747141481_2168.png,664039527911_3329.png
0,0
749916506950_1558.png,664039527911_3322.png
0,0
20173997_62.png,205632569213_420.png
1,1
648426818801_2874.png,979751560834_156.png
0,1
559416802037_2540.png,554448876390_106.png
0,0
223933219795_82.png,902796346829_2.png
0,1
636039780441_2039.png,416790220207_2369.png
1,0
107544579329_70.png,856138543579_654.png
0,1
482469995080_442.png,546428258172_2229.png
0,0
223933219795_85.png,313675177473_248.png
0,1
623538830338_187.png,110127687078_70.png
0,1
825257833651_2507.png,20173997_56.png
0,1
777701977765_586.png,994448425040_3250.png
0,1
883843984818_167.png,571977142117_637.png
1,0
367860040198_125.png,747852248661_163.png
1,1
360540058580_27.png,850280855417_2043.png
1,1
20542610_135.png,118023725904_402.png
1,1
653014001934_1371.png,151995884228_601.png
1,0
347250513021_14.png,647941843547_21.png
1,1
547427900316_43.png,219534533515_61.png
1,0
771869260131_51.png,616469201087_3253.png
1,1
939252353563_4.png,609433833704_1639.png
0,0
192038485634_371.png,462067576773_20.png
1,1
963948789550_47.png,840899031174_28.png
0,0
819358506289_155.png,787922742527_2201.png
0,1
760777201120_2439.png,333390547084_2666.png
0,1
664039527911_3326.png,980979740184_2777.png
1,0
769424588318_59.png,136477529786_301.png
0,1
767388414854_883.png,110139824912_1899.png
1,0
813080010115_58.png,355342477162_1418.png
0,0
558739285660_161.png,911064782307_2554.png
0,0
835800537685_533.png,141529117306_16.png
0,0
796282255349_379.png,20231935_24.png
0,1
776358794089_582.png,685826281686_22.png
1,1
723086816198_137.png,265009415921_819.png
1,0
191188233735_235.png,946622835311_1260.png
1,0
230827303909_557.png,881090541705_2086.png
1,1
8227493_85.png,541726984761_55.png
1,1
684213466847_145.png,298625370592_1946.png
1,1
412444974010_3207.png,219081363393_2644.png
1,0
574481118830_108.png,650418572368_375.png
0,0
764489767837_216.png,811644526596_2257.png
1,0
848409680140_84.png,103819417964_2940.png
1,0
890075468153_2846.png,334236582047_2047.png
0,0
251404070836_995.png,697786732711_141.png
1,0
338104589906_1028.png,979751560834_142.png
0,1
806441778992_28.png,220807231250_178.png
0,1
414270881980_2729.png,911064782307_2556.png
1,0
911796017464_2190.png,103730423524_31.png
1,0
224232821293_923.png,758147021440_1614.png
1,0
986309829856_1685.png,684967759363_38.png
1,0
928247865326_97.png,306685686762_105.png
0,0
382612031764_2534.png,946622835311_1264.png
0,1
272365977423_3057.png,848333957606_851.png
1,1
151423702393_16.png,20173997_53.png
1,1
174911645187_385.png,733993954914_1435.png
0,1
700576207532_172.png,880229708072_30.png
1,1
400374571272_3374.png,254659183021_1245.png
0,0
20173997_48.png,271440321083_3301.png
0,0
699258933158_1796.png,582158698012_24.png
1,1
647941843547_17.png,213656012133_2134.png
1,0
534216578451_34.png,585266307137_115.png
1,0
185441296082_391.png,504956245097_2851.png
0,0
20893814_137.png,157231660722_30.png
1,0
450247033127_3257.png,617511544000_10.png
1,0
795356671931_207.png,669782855897_155.png
1,1
795591049648_255.png,171878542801_1670.png
0,1
762950326504_7.png,964124484723_2596.png
0,0
534269415875_60.png,922649730766_1746.png
0,0
277097367851_1762.png,986841043042_101.png
0,0
758926300410_1581.png,100717169904_2627.png
0,1
931652532880_1154.png,911064782307_2549.png
1,1
20771639_131.png,618656729933_35.png
0,0
111069511691_52.png,333390547084_2668.png
0,1
475548512619_892.png,896921453972_614.png
1,1
311372910846_31.png,186118486402_80.png
0,0
823993526621_56.png,192038485634_372.png
0,0
927234591692_119.png,144591231555_417.png
1,0
683738917842_171.png,636480350467_784.png
0,1
196579177702_124.png,360288162685_1021.png
0,1
432977717923_110.png,618656729933_36.png
0,0
339867820516_2877.png,528621184354_160.png
0,1
325793007955_137.png,612071010178_42.png
1,0
662256656405_953.png,871528272684_96.png
1,0
700576207532_169.png,626818028761_1722.png
0,0
647941843547_30.png,339789166411_1911.png
1,1
777439655201_333.png,700764525013_101.png
1,0
519560207220_1.png,755668652280_1570.png
0,1
213656012133_2131.png,396095248326_104.png
1,0
427235514788_1257.png,341699893375_946.png
0,1
20894991_67.png,842029718092_127.png
0,0
787556705225_4.png,970889238163_4.png
0,1
277097367851_1755.png,840899031174_17.png
1,0
606074246541_2097.png,207256513125_63.png
1,0
979751560834_151.png,293155920880_2151.png
1,1
871730815512_681.png,884208212467_3116.png
0,1
191188233735_238.png,572941325457_2516.png
1,0
218892005299_85.png,644213401085_1.png
0,0
384782235635_2922.png,600846229594_156.png
1,1
973999840047_2704.png,492178354810_1732.png
1,0
716240434334_2375.png,141504964851_2065.png
1,0
542655359352_138.png,813232606438_1146.png
0,0
330311999274_110.png,455429862814_137.png
1,1
441965561693_1726.png,774832131387_3430.png
1,1
870364776482_2529.png,335339677415_8.png
0,0
450247033127_3258.png,360288162685_1019.png
1,1
879048693273_2862.png,756193734104_2685.png
1,0
662256656405_963.png,487854762842_194.png
0,1
20173997_61.png,360540058580_18.png
0,1
922581919491_110.png,341879820152_1322.png
0,1
206710443434_3029.png,247131441678_2522.png
0,0
764136673032_2612.png,700764525013_92.png
0,0
723791120719_2024.png,477141480369_148.png
0,0
639539079685_177.png,958933765988_145.png
1,1
527020434846_2898.png,268840165800_91.png
0,0
347241142472_1541.png,276612970529_2946.png
1,0
597245428015_874.png,247370235401_2016.png
1,1
279209614633_2760.png,985714726449_116.png
0,1
623538830338_188.png,647941843547_24.png
0,0
872557183178_1422.png,843777652566_12.png
1,1
330311999274_117.png,912157481181_112.png
0,0
615688793912_9.png,819358506289_154.png
1,0
250710094078_2017.png,848409680140_72.png
1,0
653669371226_115.png,554448876390_102.png
0,0
128597336529_79.png,910665251338_1659.png
0,0
853169089595_16.png,833464100971_1306.png
1,1
776923166924_79.png,482469995080_433.png
0,1
768494735159_1221.png,479218466159_137.png
1,0
683738917842_182.png,339646503062_1097.png
1,0
460556866090_95.png,598670540185_448.png
1,1
586267437069_1929.png,281023090144_254.png
1,1
936067480890_1807.png,542303957272_9.png
0,1
184321752486_2636.png,922261230381_731.png
0,1
20771639_132.png,502663928209_2756.png
0,1
813080010115_55.png,575805779337_14.png
0,1
779137129779_1791.png,609433833704_1642.png
1,0
128597336529_74.png,634780601459_307.png
1,1
597207371659_104.png,570703933924_74.png
0,0
558653260090_182.png,886150076107_44.png
0,0
279209614633_2762.png,685505912346_3347.png
0,1
363535100000_79.png,138404699949_458.png
0,1
490427380219_32.png,853169089595_17.png
0,0
313675177473_27.png,702348504428_20.png
1,1
146659327918_66.png,700576207532_177.png
0,0
155116290844_246.png,326254236438_2929.png
0,1
702123412184_136.png,560902908899_56.png
0,1
257774106196_1409.png,222887373246_1775.png
0,1
259600879178_2892.png,737196597222_23.png
0,0
681471053061_3192.png,541482539540_1884.png
0,0
983864438456_1109.png,20894991_66.png
1,1
557109937516_0.png,0276764_17.png
0,0
851417396256_3295.png,803149820797_1554.png
0,1
321613791338_2462.png,325293454056_1065.png
1,1
520940938051_2567.png,396747729633_3442.png
0,0
588734250938_516.png,169699058066_40.png
1,0
272436316261_1941.png,810362663250_2078.png
0,1
469609984352_2723.png,20173997_51.png
1,1
20888686_95.png,591311518176_8.png
0,1
911064782307_2555.png,506792671517_141.png
0,0
603180331528_2937.png,273962940407_1455.png
0,1
669011864115_1272.png,848333957606_850.png
1,1
968135190296_127.png,748172924359_71.png
0,0
488707726286_1653.png,105228564704_1859.png
1,0
750211382312_26.png,850280855417_2041.png
0,1
321193840795_2477.png,850760668257_143.png
0,0
979751560834_143.png,789177370136_1837.png
1,1
244188263704_1866.png,514453370384_1379.png
0,1
213656012133_2133.png,764489767837_207.png
1,1
731199455561_130.png,208993281228_1991.png
1,1
640974939551_315.png,708459194896_65.png
0,0
360540058580_19.png,723791120719_2031.png
1,1
530401421847_107.png,329860385253_2913.png
0,0
643145055832_2469.png,898180345455_44.png
0,1
837973529377_139.png,640974939551_314.png
0,0
238397622807_30.png,161125882564_1818.png
1,0
20888686_92.png,703304027166_2090.png
0,1
249153950126_1801.png,558739285660_162.png
1,1
279878187518_170.png,758926300410_1579.png
1,1
326243507183_119.png,721681836521_999.png
0,0
731295040273_62.png,227485273481_223.png
0,1
222887373246_1587.png,789225496091_3007.png
1,0
582158698012_25.png,283668040414_170.png
1,1
893202053489_1802.png,899610610820_151.png
1,1
945031103054_2156.png,845251645064_185.png
0,0
754934479265_4.png,811925077704_293.png
1,0
490427380219_29.png,347254343131_29.png
1,0
173673261707_1056.png,426881446006_3.png
1,0
518447889244_16.png,822391204248_203.png
0,1
272436316261_1856.png,760777201120_2428.png
0,1
410900282672_6.png,272365977423_3035.png
1,1
244178787963_1481.png,979751560834_152.png
1,1
603428684392_2292.png,617511544000_11.png
0,0
907228772365_41.png,769087847025_78.png
0,0
359522436834_663.png,701192330238_22.png
0,0
262734152854_152.png,495459131965_7.png
1,1
993023278923_60.png,20771639_126.png
0,0
612071010178_57.png,867349054391_606.png
1,1
761729783486_347.png,979751560834_150.png
1,1
203648378218_10.png,496596803522_1943.png
1,1
848409680140_73.png,785355609848_180.png
0,1
650418572368_377.png,840899031174_768.png
0,0
175211279793_291.png,369983111788_0.png
0,1
723086816198_138.png,655596152469_3174.png
0,0
285450585444_53.png,946622835311_1261.png
0,0
830900328597_19.png,664039527911_3330.png
0,0
510256128065_3.png,764489767837_212.png
1,1
702348504428_19.png,321613791338_2463.png
1,1
867195298851_125.png,126758012485_1767.png
1,0
497251788504_2986.png,410781938578_2009.png
1,1
531928112209_1271.png,692268661254_1952.png
1,0
822048366378_171.png,806441778992_22.png
0,0
110127687078_64.png,675726593518_40.png
1,0
380320255927_777.png,471853825759_89.png
1,0
605085122428_3106.png,129310496531_1625.png
1,1
382700444919_541.png,971260117691_126.png
0,1
567743242382_84.png,141504964851_2059.png
0,0
221706668578_2611.png,639539079685_175.png
0,1
191660144955_117.png,156730228020_2455.png
0,0
202256791985_89.png,203648378218_16.png
0,1
262734152854_148.png,375457147240_199.png
1,0
537441634388_2882.png,268882488964_33.png
0,0
219534533515_63.png,110127687078_66.png
0,1
755796555935_1225.png,534216578451_35.png
0,1
577880665879_168.png,811925077704_44.png
1,0
643145055832_2465.png,201278064785_2963.png
0,1
627895836764_3417.png,946219532066_1393.png
0,0
739642372094_1068.png,184021114566_45.png
1,0
571385326092_2721.png,366427437958_1616.png
1,0
485164464798_2541.png,288542808329_57.png
0,0
686267017254_193.png,597245428015_872.png
0,0
723791120719_2029.png,708667008684_196.png
1,0
504956245097_2852.png,549669001680_53.png
1,0
696491302835_16.png,20888686_99.png
0,0
961711163324_123.png,339935510253_6.png
1,0
20884796_114.png,230198735753_2794.png
0,0
425886974239_2741.png,710898793562_2387.png
0,1
655596152469_3175.png,853511371326_190.png
0,1
199357894768_864.png,345175053994_2212.png
1,0
898664434323_1500.png,554448876390_108.png
0,0
350515010423_1711.png,110127687078_65.png
0,1
131446538279_876.png,545148790793_2662.png
1,0
772464628825_109.png,105228564704_1860.png
1,1
582917569562_122.png,818673227432_1996.png
0,1
553544565405_15.png,654209085758_3287.png
1,0
678879394514_241.png,595990462615_2955.png
0,0
639707720647_3457.png,918839061832_32.png
0,1
570828262278_141.png,950465767867_1786.png
0,1
799972986370_98.png,321620696770_3266.png
1,0
412668267498_1126.png,203648378218_20.png
0,1
587108564428_1585.png,636011148697_1508.png
0,1
476435950414_736.png,207256513125_60.png
1,0
128597336529_77.png,983053360640_184.png
1,1
570703933924_65.png,214189042515_3280.png
1,0
367131157003_1036.png,272365977423_3062.png
1,1
664039527911_3325.png,650645930241_3411.png
0,0
685905945391_104.png,697786732711_140.png
1,1
769940930750_4.png,139140132763_1182.png
0,1
929289050279_186.png,358869696106_160.png
0,0
432977717923_106.png,280176852758_2672.png
1,1
656601070603_2808.png,350515010423_1702.png
1,0
451461422150_2787.png,363535100000_78.png
1,0
708459194896_68.png,723696433709_2919.png
0,1
722332376999_1193.png,685276103605_185.png
0,1
789344920194_1920.png,656601070603_2807.png
1,0
439795913123_27.png,271440321083_3306.png
1,0
699718011265_106.png,729724405267_43.png
1,1
706021739482_1250.png,20894991_65.png
0,1
390141130975_204.png,286294882001_1353.png
1,0
824967649222_848.png,772464628825_111.png
0,0
843959510534_170.png,222773614053_461.png
0,1
621924378094_2678.png,706694617314_523.png
1,1
778560443510_1397.png,888580966814_905.png
0,0
754934479265_6.png,139140132763_1181.png
1,0
778560443510_1398.png,488505073236_738.png
1,0
170064571500_974.png,884208212467_3117.png
1,1
142868313709_30.png,931340732779_732.png
0,1
428865883429_502.png,898658265661_2275.png
0,0
922581919491_106.png,151423702393_14.png
1,0
778608133606_2.png,939252353563_7.png
0,0
400374571272_3380.png,865215561161_138.png
1,1
765481116507_1525.png,858135211456_13.png
0,1
482469995080_431.png,425886974239_2742.png
1,1
341879820152_1332.png,372488616104_811.png
1,1
922561829745_2179.png,497124911632_60.png
1,0
741989903094_100.png,912157481181_115.png
1,1
839168446401_89.png,128597336529_70.png
1,1
723791120719_2028.png,626818028761_1721.png
1,0
841492493823_1864.png,662256656405_967.png
0,0
588580090970_125.png,141529117306_11.png
0,0
647899100449_87.png,866110390537_2247.png
0,0
890075468153_2843.png,341699893375_941.png
0,0
701192330238_23.png,118023725904_400.png
0,1
8716792_35.png,367131157003_1032.png
1,1
185439578630_144.png,422632851956_3179.png
0,0
455429862814_138.png,439795913123_26.png
1,0
789177370136_1834.png,650645930241_3386.png
0,1
735910731098_140.png,787922742527_2207.png
0,1
410582377193_123.png,898180345455_47.png
1,1
139140132763_1183.png,380320255927_773.png
1,1
508947641279_1110.png,561873268864_82.png
0,0
715052598761_16.png,749596991307_2924.png
1,1
683738917842_176.png,201592389934_2172.png
1,0
295774907366_1079.png,192038485634_353.png
0,1
591373229101_77.png,309028234302_2001.png
1,0
182196095916_1137.png,544032867760_129.png
0,0
969895866102_3242.png,971938447531_1778.png
1,1
319131717377_2299.png,640522012504_0.png
1,1
344747141481_2170.png,20771639_123.png
0,0
643145055832_2464.png,222773614053_460.png
0,1
696398504687_3240.png,430375075311_2814.png
0,1
558739285660_160.png,967442917578_22.png
0,1
716333500284_409.png,819358506289_156.png
1,1
870868473975_176.png,711408085137_151.png
1,1
184021114566_47.png,791754158348_1514.png
0,0
747873860561_2928.png,340236082375_2317.png
1,0
851076606084_109.png,911064782307_2550.png
0,1
279878187518_169.png,442056477685_2.png
1,0
225034671890_1087.png,287447901243_1197.png
1,0
572923171092_173.png,772464628825_104.png
1,1
806441778992_4.png,266529855899_910.png
0,0
207141736369_189.png,279209614633_2768.png
0,0
330311999274_114.png,988373653962_1429.png
1,1
777328818359_40.png,261193544340_23.png
1,0
791754158348_1513.png,535925707647_1673.png
0,0
816683005238_277.png,311372910846_30.png
1,0
427086310202_82.png,840899031174_2.png
0,0
636097564445_1532.png,536175927161_99.png
1,1
567126263045_2949.png,207804182921_74.png
1,0
181445865271_1677.png,570251628395_137.png
1,1
647941843547_28.png,570703933924_73.png
1,0
277224396017_743.png,545395986954_19.png
0,1
341699893375_944.png,184021114566_40.png
1,0
156730228020_2442.png,871730815512_678.png
0,0
416790220207_2370.png,496596803522_1381.png
1,1
976251674019_140.png,582917569562_121.png
0,0
430375075311_2812.png,609859592068_7.png
1,1
772464628825_106.png,207618357799_2113.png
1,1
787922742527_2202.png,451064997515_25.png
1,0
400962117135_3078.png,469021085230_96.png
0,0
215048633531_3048.png,497251788504_2988.png
0,1
858235946428_2692.png,360540058580_15.png
1,0
810362663250_2077.png,851417396256_3289.png
0,0
417942669480_392.png,209287960453_94.png
0,0
770190729912_100.png,107553835884_185.png
0,0
700576207532_168.png,217470916442_1742.png
0,0
840899031174_9.png,723696433709_2918.png
0,0
597447767582_121.png,903855560837_1402.png
0,1
141624973172_3070.png,196153721086_3096.png
1,0
588580090970_126.png,609433833704_1635.png
0,0
668120264286_273.png,197214707867_88.png
1,0
230827303909_558.png,714251933365_285.png
1,0
287447901243_1198.png,400962117135_3083.png
0,0
20814858_143.png,271440321083_3304.png
1,0
603996111592_170.png,380320255927_774.png
1,1
239923575981_1368.png,603998649632_327.png
1,0
275661138762_1151.png,655596152469_27.png
0,0
772464628825_102.png,935376599569_109.png
0,1
917941036855_132.png,20792677_2.png
1,0
986309829856_710.png,221706668578_2604.png
1,0
822391204248_0.png,274833361680_193.png
1,0
655596152469_3172.png,773442056830_13.png
0,0
20025595_22.png,367131157003_1033.png
0,0
250933581187_1915.png,227485273481_219.png
1,0
700764525013_95.png,432977717923_105.png
0,1
103730423524_30.png,717677480240_45.png
0,1
578184120957_720.png,465246296291_154.png
1,1
241322097402_1461.png,848409680140_82.png
1,1
222887373246_1592.png,772039207833_579.png
0,0
520016559951_1953.png,612071010178_50.png
1,1
662256656405_958.png,799972986370_92.png
0,1
830006002974_93.png,879048693273_2864.png
1,1
143418361871_3216.png,684967759363_53.png
1,1
764489767837_211.png,561655174252_95.png
0,0
890792899153_1207.png,366976161360_2560.png
1,0
227305977443_3000.png,623894832825_1297.png
1,1
118023725904_404.png,763709540874_1216.png
1,1
195698885061_536.png,20771639_122.png
1,0
102550517231_121.png,460556866090_96.png
0,1
293155920880_2149.png,597207371659_107.png
1,1
372488616104_812.png,744802759653_148.png
0,0
146659327918_65.png,428865883429_496.png
0,0
888022032997_512.png,922561829745_2178.png
0,1
763646726051_1850.png,338104589906_1023.png
0,1
909391156339_309.png,948513430201_190.png
0,1
743253397080_3260.png,648676054280_3460.png
1,1
521333053131_74.png,396095248326_106.png
0,0
410582377193_121.png,640974939551_316.png
0,0
906368157080_860.png,203648378218_9.png
1,1
111069511691_53.png,100717169904_2628.png
1,1
208384063534_123.png,776923166924_78.png
0,0
648426818801_2873.png,580603230479_1201.png
1,1
110139824912_1895.png,155078775959_2571.png
1,1
400374571272_3364.png,835800537685_532.png
0,0
867700620757_134.png,789177370136_1835.png
1,1
244779790134_2921.png,979751560834_140.png
1,0
400374571272_3372.png,799972986370_100.png
1,0
129310496531_1629.png,134725566968_227.png
1,0
534269415875_66.png,244178787963_1477.png
1,0
671049071487_40.png,169699058066_33.png
1,0
853511371326_189.png,822391204248_1.png
1,1
839815003379_3010.png,402403641492_15.png
0,0
